,Emission magnitude [kgh],Cumulative emissions fraction [%],Cumulative fraction of sites
219,0.0066223766666659994,0.9999172621460399,0.030282174810740005
220,0.006631384166666999,0.9999168068850359,0.030419821059879996
221,0.006639317916668,0.9999163510771941,0.03055746730902
222,0.006647306666667,0.999915894718864,0.030695113558160007
223,0.006654868333333,0.9999154378416041,0.0308327598073
224,0.006662351666668001,0.999914980444877,0.03097040605643
225,0.006669592916665999,0.9999145225504021,0.031108052305570004
226,0.006675964583330999,0.9999140642169799,0.031245698554709996
227,0.006681780416667,0.9999136054846302,0.03138334480385001
228,0.006687732499999,0.9999131463419889,0.03152099105299
229,0.006693143333335,0.9999126868263751,0.03165863730212999
230,0.006698219166665999,0.9999122269600592,0.03179628355127
231,0.006702967083333,0.9999117667678201,0.031933929800409995
232,0.006707775833333001,0.9999113062451601,0.03207157604955001
233,0.006711692500001999,0.9999108454524542,0.03220922229869
234,0.006715233333332999,0.9999103844155981,0.03234686854782999
235,0.00671897,0.999909923119227,0.03248451479697
236,0.0067218525,0.9999094616242938,0.032622161046109995
237,0.006724654583332,0.99990899993624,0.03275980729525001
238,0.006727575416667001,0.9999085380451719,0.03289745354439
239,0.00673006125,0.9999080759814882,0.03303509979352999
240,0.0067317879166649995,0.9999076137983929,0.03317274604267
241,0.006733799166665,0.9999071514763349,0.033310392291809994
242,0.006735381250001,0.9999066890459358,0.033448038540950006
243,0.006736741250000999,0.999906226521615,0.03358568479009
244,0.00673808125,0.9999057639043709,0.033723331039229996
245,0.006739310416666,0.999905301202016,0.03386097728837
246,0.0067402545833339985,0.999904838435201,0.033998623537509993
247,0.006741050000000001,0.999904375612292,0.034136269786650006
248,0.006741875833334,0.9999039127319801,0.03427391603579
249,0.006742677083333999,0.999903449795843,0.03441156228493001
250,0.006743374166666001,0.999902986811643,0.03454920853407
251,0.006743921666666,0.9999025237900888,0.03468685478320999
252,0.006744335000001001,0.999902060739846,0.034824501032350005
253,0.006744485833333001,0.999901597679267,0.03496214728149
254,0.006744706249998,0.999901134603465,0.035099793530629995
255,0.006744945833332001,0.9999006715113339,0.03523743977977
256,0.006745050000000001,0.9999002084115871,0.03537508602890999
257,0.0067451562500009995,0.9998997453044792,0.035512732278050005
258,0.006745241666666001,0.999899282191242,0.03565037852719
259,0.006745259583332,0.999898819076727,0.035788024776319996
260,0.006745397083333,0.999898355952707,0.03592567102546001
261,0.006745505416665,0.999897892821318,0.0360633172746
262,0.006745546249998001,0.9998974296871271,0.036200963523740005
263,0.006745661666665001,0.999896966544998,0.03633860977288
264,0.006745685416666,0.9998965034011802,0.036476256022019996
265,0.006745756249998,0.9998960402525,0.03661390227116001
266,0.0067457658333310005,0.999895577103193,0.0367515485203
267,0.006745771249998001,0.9998951139535152,0.03688919476943999
268,0.006745783749997,0.999894650802986,0.03702684101858
269,0.0067457920833310005,0.999894187651887,0.037164487267719995
270,0.006745801249997001,0.999893724500164,0.03730213351686001
271,0.0067458104166640016,0.9998932613478141,0.037439779766
272,0.0067458104166640016,0.9998927981954641,0.037577426015140004
273,0.006745814999997,0.999892335042798,0.03771507226428
274,0.00674581583333,0.9998918718900761,0.037852718513419994
275,0.006745822499997001,0.999891408736899,0.03799036476256001
276,0.006745822916664,0.9998909455836941,0.0381280110117
277,0.0067458333333300004,0.999890482429773,0.03826565726083999
278,0.0067458333333300004,0.999890019275852,0.03840330350998
279,0.0067458333333300004,0.999889556121935,0.038540949759119994
280,0.006745835833330001,0.9998890929678709,0.038678596008260006
281,0.006745836666664,0.9998886298137591,0.0388162422574
282,0.006745836666664,0.9998881666596449,0.03895388850654001
283,0.006745836666664,0.9998877035055329,0.03909153475568
284,0.006745836666664,0.9998872403514241,0.039229181004819993
285,0.006745838333330001,0.9998867771972162,0.039366827253960006
286,0.006745840833330001,0.9998863140428622,0.0395044735031
287,0.006745843749997001,0.999885850888343,0.03964211975224001
288,0.006745846666664,0.9998853877336529,0.03977976600138
289,0.006745852083331,0.9998849245785632,0.03991741225051999
290,0.006745862916664,0.999884461422794,0.040055058499660005
291,0.006745876666664,0.9998839982661399,0.0401927047488
292,0.006745882916664001,0.999883535109068,0.04033035099794001
293,0.0067459037499980005,0.99988307195062,0.04046799724708
294,0.006745921666664001,0.9998826087910121,0.040605643496209994
295,0.006745927499998,0.999882145630963,0.040743289745350006
296,0.006745939583332,0.9998816824700858,0.04088093599449
297,0.006745973749999001,0.9998812193069648,0.041018582243629996
298,0.006746008749998001,0.9998807561416211,0.04115622849277
299,0.006746022916666,0.99988029297532,0.04129387474190999
300,0.006746062916666,0.9998798298062599,0.041431520991050005
301,0.006746122499998999,0.9998793666330797,0.04156916724019
302,0.006746171666666,0.9998789034565139,0.04170681348933001
303,0.006746234166666,0.9998784402756972,0.04184445973847
304,0.006746368749998999,0.999877977085867,0.04198210598760999
305,0.006746470833332,0.9998775138891169,0.042119752236750005
306,0.006746570833334001,0.9998770506857492,0.04225739848589
307,0.0067467125,0.9998765874726001,0.042395044735029995
308,0.006746870416667999,0.9998761242488531,0.04253269098417
309,0.006747033749999,0.9998756610141291,0.04267033723330999
310,0.00674720625,0.99987519776753,0.042807983482450004
311,0.006747431250001,0.999874734505686,0.04294562973159
312,0.006747672083332,0.9998742712275112,0.04308327598073001
313,0.006747931666667001,0.9998738079316251,0.04322092222987
314,0.006748234583333001,0.999873344614582,0.04335856847900999
315,0.006748639583335001,0.999872881269823,0.043496214728150004
316,0.0067490470833329996,0.9998724178975451,0.04363386097729
317,0.006749496666665999,0.9998719544946588,0.043771507226429994
318,0.006749926249999999,0.9998714910625939,0.04390915347557
319,0.006750421249999999,0.999871027596547,0.04404679972470999
320,0.006750951666666999,0.9998705640940632,0.04418444597385001
321,0.0067515733333329995,0.9998701005492519,0.04432209222299
322,0.006752234166667,0.9998696369587622,0.04445973847213001
323,0.006752986250001,0.9998691733166549,0.04459738472127
324,0.006753781666668001,0.9998687096200861,0.04473503097040999
325,0.006754774166667,0.999868245855161,0.04487267721955001
326,0.00675574875,0.999867782024281,0.04501032346869
327,0.006756884583333,0.9998673181159589,0.04514796971782999
328,0.006757961666667001,0.9998668541335389,0.04528561596697
329,0.006759169999999999,0.9998663900686641,0.0454232622161
330,0.006760416666666999,0.999865925918105,0.04556090846524001
331,0.006761680416666001,0.9998654616802021,0.04569855471438
332,0.006763147916667001,0.999864997341076,0.045836200963519994
333,0.006764757916667,0.99986453289244,0.045973847212660006
334,0.006766449166667,0.9998640683281701,0.0461114934618
335,0.00676825625,0.9998636036399888,0.04624913971094001
336,0.0067702020833330006,0.9998631388179019,0.04638678596008
337,0.006772223749998999,0.9998626738570199,0.04652443220921999
338,0.006773957500001,0.99986220877772,0.046662078458360005
339,0.006775958333334,0.999861743561784,0.0467997247075
340,0.006778029166667,0.999861278203727,0.04693737095664001
341,0.00678022125,0.999860812695562,0.04707501720578
342,0.006782525833334998,0.999860347029734,0.04721266345491999
343,0.006784847499999999,0.999859881205631,0.047350309704060005
344,0.006787188333333,0.9998594152200431,0.047487955953199996
345,0.006789792499998,0.9998589490553309,0.04762560220234001
346,0.006792297916664999,0.9998584827188951,0.04776324845148
347,0.006795012083334,0.999858016195146,0.04790089470061999
348,0.00679740375,0.9998575495079012,0.048038540949760004
349,0.006800100833333001,0.9998570826358799,0.048176187198899996
350,0.006802748333333,0.9998566155822172,0.04831383344804001
351,0.0068057524999990005,0.9998561483220041,0.04845147969718
352,0.006809123333333,0.9998556808301331,0.04858912594631999
353,0.006812300416667999,0.999855213120598,0.048726772195460004
354,0.006815374166667,0.9998547451994672,0.048864418444599995
355,0.006818490833333001,0.9998542770642891,0.04900206469374001
356,0.006821875000000001,0.99985380869665,0.04913971094288
357,0.006825202083333,0.999853340100314,0.04927735719201999
358,0.0068284920833330005,0.9998528712771562,0.04941500344116
359,0.006831776666666,0.9998524022285948,0.049552649690299995
360,0.006835193333334,0.9998519329460971,0.04969029593944001
361,0.0068385345833339994,0.999851463436138,0.04982794218858
362,0.006842150416666,0.999850993678123,0.04996558843771999
363,0.0068456091666669995,0.999850523682956,0.050103234686859996
364,0.006849553749999,0.9998500534172381,0.05024088093599001
365,0.006853370833335001,0.9998495828893921,0.050378527185130015
366,0.006857041249999999,0.9998491121089881,0.05051617343426999
367,0.0068607287500000004,0.999848641074578,0.05065381968341
368,0.006864170833334,0.9998481698042152,0.05079146593255
369,0.006867826249999999,0.999847698280977,0.05092911218169001
370,0.006871483333332,0.9998472265073138,0.05106675843082999
371,0.006875127083334001,0.9998467544824919,0.05120440467996999
372,0.006878836666665,0.999846282203009,0.05134205092911
373,0.006882538333334002,0.9998458096697069,0.05147969717825
374,0.006885898750001,0.9998453369047811,0.05161734342739001
375,0.006889733333332,0.999844863876301,0.051754989676530014
376,0.006893648749999,0.999844390578601,0.05189263592566999
377,0.006897282083334,0.9998439170314158,0.05203028217481
378,0.0069009179166659995,0.999843443233825,0.05216792842395
379,0.006904692083333,0.9998429691768582,0.05230557467309001
380,0.006908375833332999,0.999842494867849,0.052443220922229986
381,0.006912045416665999,0.999842020307344,0.05258086717136999
382,0.0069156375,0.9998415455015481,0.052718513420509996
383,0.006919412500000999,0.999841070437796,0.05285615966965
384,0.006923222499999,0.999840595112864,0.05299380591879001
385,0.006926569583334,0.999840119557477,0.05313145216793001
386,0.0069302587499999995,0.999839643747755,0.05326909841706999
387,0.006933850416667,0.999839167692962,0.053406744666209996
388,0.006937114583332999,0.999838691414445,0.05354439091535
389,0.006940569166667,0.9998382149001351,0.05368203716449001
390,0.0069441425,0.999837738141087,0.053819683413629985
391,0.006947914583334,0.999837261122523,0.05395732966276999
392,0.006951576249999999,0.9998367838527542,0.054094975911909995
393,0.006954858333333,0.999836306358786,0.05423262216105
394,0.00695806375,0.999835828644892,0.054370268410190006
395,0.0069616691666660015,0.999835350682498,0.05450791465933001
396,0.0069651616666669995,0.9998348724792541,0.05464556090847
397,0.0069689779166670004,0.999834394014095,0.054783207157609995
398,0.006972652083333,0.9998339152974459,0.05492085340675
399,0.006976327499999001,0.9998334363279602,0.05505849965588
400,0.006980199583334,0.99983295709174,0.05519614590501999
401,0.00698358125,0.9998324776236169,0.05533379215416
402,0.006986977499998999,0.9998319979225491,0.0554714384033
403,0.006990099583333,0.9998315180080869,0.05560908465244
404,0.006993512916666,0.9998310378604709,0.05574673090158
405,0.0069965404166659985,0.9998305575054001,0.05588437715072
406,0.0069996970833349995,0.999830076933838,0.056022023399859996
407,0.007002825833333,0.9998295961484411,0.056159669649
408,0.007005970833332998,0.9998291151478511,0.05629731589814001
409,0.007009348333334,0.999828633915475,0.056434962147279985
410,0.0070126458333329995,0.9998281524544531,0.05657260839641999
411,0.007015985833334001,0.999827670764048,0.056710254645559996
412,0.0070191887500000005,0.999827188853537,0.0568479008947
413,0.007022334583331999,0.99982670672557,0.05698554714384
414,0.007025393749999001,0.999826224386404,0.05712319339298
415,0.00702866125,0.9998257418238181,0.05726083964212
416,0.007031807499999,0.9998252590436622,0.057398485891259995
417,0.0070347320833329995,0.999824776061369,0.0575361321404
418,0.007037480416666001,0.999824292888904,0.057673778389540006
419,0.007040256250001001,0.9998238095255492,0.05781142463868001
420,0.007043122083332,0.9998233259650249,0.05794907088781999
421,0.007045990833332001,0.9998228422076479,0.058086717136959995
422,0.007048673333333,0.999822358265798,0.0582243633861
423,0.007051374166668001,0.9998218741380878,0.05836200963524
424,0.007054065,0.9998213898254971,0.05849965588438
425,0.007057015,0.999820905310378,0.05863730213352002
426,0.007059946249999001,0.999820420594706,0.058774948382659994
427,0.0070628175000000005,0.9998199356817891,0.0589125946318
428,0.007065659166667999,0.999819450574565,0.059050240880940005
429,0.007068344999999999,0.9998189652818372,0.05918788713007998
430,0.007071089583333,0.9998184797995879,0.05932553337921999
431,0.007074016250001,0.9998179941161538,0.059463179628359994
432,0.0070767970833339995,0.999817508240764,0.0596008258775
433,0.00707928875,0.9998170221940839,0.05973847212664
434,0.0070818691666650006,0.9998165359704749,0.05987611837576999
435,0.007084529166666001,0.9998160495645448,0.06001376462491
436,0.007087114583334,0.999815562981696,0.06015141087405
437,0.007089707083334,0.9998150762207161,0.06028905712319001
438,0.007092275,0.9998145892829718,0.06042670337233001
439,0.00709493375,0.9998141021630639,0.06056434962146999
440,0.0070977816666669994,0.9998136148478199,0.060701995870609995
441,0.007100631666667,0.9998131273376989,0.06083964211975
442,0.007103630416666,0.9998126396233828,0.060977288368890006
443,0.007106425000000001,0.999812151718148,0.061114934618029984
444,0.007109318333334001,0.9998116636154171,0.06125258086717
445,0.007112208333333999,0.999811175315082,0.06139022711631
446,0.007115195416666,0.9998106868094659,0.06152787336545
447,0.007118033750001,0.9998101981087328,0.061665519614590006
448,0.007121221249999,0.999809709190474,0.06180316586373001
449,0.007124149999999001,0.9998092200717899,0.06194081211286999
450,0.007127187916666,0.9998087307459939,0.062078458362009994
451,0.0071302362499990005,0.9998082412111561,0.06221610461115
452,0.0071332758333340004,0.9998077514686159,0.062353750860290005
453,0.007136255833334999,0.9998072615210759,0.06249139710942998
454,0.007139337083334999,0.999806771363013,0.06262904335857
455,0.007142426249998999,0.999806280994085,0.06276668960771001
456,0.007145487916667001,0.9998057904154921,0.06290433585684999
457,0.007148884999999999,0.9998052996030431,0.06304198210599
458,0.007152223333333001,0.9998048085606109,0.06317962835513001
459,0.0071557999999999995,0.99980431727246,0.06331727460427002
460,0.0071593825,0.999803825738702,0.06345492085341
461,0.007162910833333999,0.99980333396239,0.06359256710255
462,0.007166304999999,0.999802841953214,0.06373021335169002
463,0.007170127499999001,0.999802349681896,0.06386785960082998
464,0.007173597916667,0.9998018571716291,0.06400550584997
465,0.007177564583330999,0.999801364388316,0.06414315209911002
466,0.007181388749999,0.9998008713430669,0.06428079834824998
467,0.007185090833334,0.9998003780424141,0.06441844459739
468,0.0071891029166659985,0.9997998844663419,0.06455609084653001
469,0.007193082916667,0.9997993906168722,0.06469373709565998
470,0.007197345833332,0.999798896474809,0.0648313833448
471,0.007201327500001001,0.9997984020587228,0.06496902959394
472,0.007205367083333,0.999797907367156,0.06510667584308001
473,0.00720949375,0.99979741239416,0.06524432209221999
474,0.007214162500000001,0.9997969171016212,0.06538196834136
475,0.007218503749999999,0.999796421512278,0.06551961459050001
476,0.007222795416667001,0.9997959256276152,0.06565726083963999
477,0.0072271808333329995,0.999795429442092,0.06579490708878
478,0.007231624583334001,0.9997949329518182,0.06593255333792002
479,0.0072363625,0.999794436136417,0.06607019958705998
480,0.007240944999999001,0.999793939006341,0.0662078458362
481,0.007245381666666,0.9997934415717691,0.06634549208534
482,0.007249940416665999,0.9997929438234741,0.06648313833447998
483,0.0072544929166649995,0.9997924457622519,0.06662078458361999
484,0.007258888333334,0.999791947400959,0.06675843083276
485,0.007263695000000001,0.999791448711439,0.06689607708190001
486,0.007268094583330999,0.9997909497205573,0.06703372333103999
487,0.007273077083334,0.999790450388433,0.06717136958018
488,0.0072780783333319995,0.9997899507123911,0.06730901582932002
489,0.0072828691666680006,0.999789450707272,0.06744666207845999
490,0.007287825833333,0.999788950360327,0.0675843083276
491,0.0072928341666679995,0.9997884496681069,0.06772195457674
492,0.007297988333331999,0.9997879486223991,0.06785960082588001
493,0.0073030141666649995,0.9997874472305149,0.06799724707501999
494,0.007308204583334,0.9997869454819621,0.06813489332416
495,0.007313179166666001,0.999786443392302,0.06827253957330001
496,0.007318277916666,0.999785940950343,0.06841018582243999
